Tx1,Tx2,Tx3,w,S11_1,S11_2,S11_3,Freq_1,Freq_2,Freq_3
12.5,9.5,5.0,16.5,-16.067604198186093,-14.01572050000324,-7.766328440579667,3.5380000000000003,5.566000000000001,7.174
12.5,9.5,5.0,17.0,-14.809682655623773,-14.95406848622686,-7.295919343647958,3.55,5.572,7.174
12.5,9.5,5.0,17.5,-13.415049439805491,-16.127752487551945,-6.918989093922412,3.5620000000000003,5.584,7.18
12.5,9.5,5.0,18.0,-12.380627000329614,-17.525712571408334,-6.557683125724195,3.568,5.59,7.186
12.5,9.5,5.0,18.5,-11.441084926119034,-19.137513424054383,-6.156594263573128,3.574,5.596,7.186
12.5,9.5,5.5,16.0,-15.221519772598334,-11.75569055744793,-6.881937631335956,3.478,5.41,7.1080000000000005
12.5,9.5,5.5,16.5,-13.9005242139832,-12.484496856789733,-6.452559331302792,3.496,5.428,7.12
12.5,9.5,5.5,17.0,-12.67025152320128,-13.297414724260705,-6.075233452383668,3.508,5.44,7.12
12.5,9.5,5.5,17.5,-11.64572240444136,-14.265758649257531,-5.764055961820377,3.514,5.452,7.126
12.5,9.5,5.5,18.0,-10.861179861468294,-15.220020890552926,-5.396720634576458,3.52,5.452,7.126
12.5,9.5,5.5,18.5,-10.083601746754532,-16.515539785736408,-5.167883640552412,3.526,5.458,7.126
12.5,9.5,6.0,16.0,-12.747743470227537,-10.772805567383337,-5.707696403587478,3.436,5.266,7.072
12.5,9.5,6.0,16.5,-11.633024645690584,-11.389342889902236,-5.307179763073956,3.448,5.2780000000000005,7.072
12.5,9.5,6.0,17.0,-10.973734111306433,-11.94634363915666,-5.001374475642564,3.442,5.266,7.048
12.5,9.5,6.0,17.5,-10.035123665205225,-12.769909230415736,-4.793754263095335,3.466,5.302,7.072
12.5,9.5,6.0,18.0,-9.370856189002945,-13.688194659421544,-4.46871403369209,3.472,5.314,7.0840000000000005
12.5,9.5,6.0,18.5,-8.78057070427844,-14.740614667312965,-4.286541364891989,3.478,5.32,7.09
12.5,10.0,3.0,16.0,-31.292058041277603,-36.90511410434252,-11.366566493359734,3.616,5.962,7.264
12.5,10.0,3.0,16.5,-28.358124023639565,-28.366986872748527,-10.790722513443107,3.628,5.968,7.264
12.5,10.0,3.0,17.0,-23.777995591253863,-25.04448379786448,-10.136299844630694,3.64,5.98,7.27
12.5,10.0,3.0,17.5,-21.139921739003874,-21.934293911396384,-9.52838532501696,3.652,5.986000000000001,7.276
12.5,10.0,3.0,18.0,-19.04700027501058,-20.86271734435232,-9.099323428948647,3.652,5.974,7.252
12.5,10.0,3.0,18.5,-16.768855429802404,-17.908081931201487,-8.526713125882276,3.664,5.992,7.282
12.5,10.0,3.5,16.0,-25.23022382944905,-21.603442852792256,-10.129874843018998,3.5620000000000003,5.83,7.192
12.5,10.0,3.5,16.5,-22.2537176664555,-23.778427535738103,-9.613342275764666,3.58,5.8420000000000005,7.198
12.5,10.0,3.5,17.0,-19.62124566304086,-27.75352085609679,-9.000470039612074,3.592,5.848,7.198
12.5,10.0,3.5,17.5,-17.233472376103208,-29.65416493560957,-8.435738156984684,3.604,5.859999999999999,7.21
12.5,10.0,3.5,18.0,-15.811553482604891,-41.10809886479851,-8.024668256265512,3.61,5.859999999999999,7.21
12.5,10.0,3.5,18.5,-14.553889872693732,-30.909114357444988,-7.63061248186922,3.616,5.859999999999999,7.204
12.5,10.0,4.0,16.0,-20.321124174358765,-15.631362770306104,-8.812433713778729,3.502,5.686,7.126
12.5,10.0,4.0,16.5,-18.191939393804667,-16.718241904703603,-8.279470854740232,3.52,5.704000000000001,7.132
12.5,10.0,4.0,17.0,-16.04086319454639,-17.84407314624493,-7.857664694413346,3.526,5.698,7.132
12.5,10.0,4.0,17.5,-14.928584672353448,-19.70073125685549,-7.605981357351489,3.544,5.698,7.126
12.5,10.0,4.0,18.0,-13.256818154668045,-21.382554575179643,-7.22356923794173,3.5380000000000003,5.704000000000001,7.126
12.5,10.0,4.0,18.5,-12.442831274099756,-23.902826412708748,-6.829400009101441,3.55,5.704000000000001,7.126
12.5,10.0,4.5,16.0,-16.77419827120326,-13.571569180950904,-7.788767863286759,3.466,5.572,7.078
12.5,10.0,4.5,16.5,-15.300799719451524,-14.397781777417132,-7.49888542460104,3.472,5.577999999999999,7.072
12.5,10.0,4.5,17.0,-13.983491146816842,-15.55457821437068,-6.9807808153434605,3.49,5.596,7.0840000000000005
12.5,10.0,4.5,17.5,-12.632534644225109,-16.700229702198328,-6.62599443682773,3.502,5.602,7.0840000000000005
12.5,10.0,4.5,18.0,-11.822914731983571,-18.064287811821472,-6.373529920814236,3.496,5.596,7.072
12.5,10.0,4.5,18.5,-11.032352442289888,-20.220196009683967,-5.926763296284156,3.514,5.614,7.102
12.5,10.0,5.0,16.0,-14.447076924817736,-12.01738905464666,-6.731748817950792,3.418,5.446,7.03
12.5,10.0,5.0,16.5,-13.191737604880572,-12.733233833961853,-6.351209744726393,3.43,5.458,7.024
12.5,10.0,5.0,17.0,-12.059880384552711,-13.584568632498538,-6.049810549647738,3.442,5.470000000000001,7.03
12.5,10.0,5.0,17.5,-11.043720733683312,-14.576830155287272,-5.722057596827705,3.454,5.482,7.0360000000000005
12.5,10.0,5.0,18.0,-10.356427300112989,-15.59938667750467,-5.386857731990952,3.454,5.482,7.0360000000000005
12.5,10.0,5.0,18.5,-9.64194384038482,-17.000132693483565,-5.106435380233629,3.46,5.494,7.042
12.5,10.0,5.5,16.0,-10.836472184142105,-5.844079398614696,-0.2303057203655082,5.32,6.994,8.5
12.5,10.0,5.5,16.5,-11.316113633604786,-11.58445554230537,-5.489756288251329,3.388,5.332,7.0
12.5,10.0,5.5,17.0,-10.376494704683862,-12.25182091169076,-5.181761043036906,3.394,5.343999999999999,7.0
12.5,10.0,5.5,17.5,-9.61021877121756,-13.100284352956464,-4.880273860579679,3.406,5.35,7.006
12.5,10.0,5.5,18.0,-8.856943248937254,-13.854658156469222,-4.633299997472959,3.4,5.35,7.0
12.5,10.0,5.5,18.5,-8.380918024136253,-15.08510164412771,-4.409799531932025,3.412,5.362,7.006
12.5,10.0,6.0,16.0,-10.498101207045396,-10.24936913570613,-4.794995288911454,3.334,5.182,6.946
12.5,10.0,6.0,16.5,-9.814228035603666,-10.54018191301292,-4.665469509172949,3.334,5.182,6.928
12.5,10.0,6.0,17.0,-8.982143486226894,-11.456483945300535,-4.2344111912841695,3.352,5.212,6.952
12.5,10.0,6.0,17.5,-8.523025483930885,-12.06420290699144,-4.016951814389434,3.352,5.212,6.94
12.5,10.0,6.0,18.0,-7.863120855513124,-12.99773433866261,-3.813970458339968,3.364,5.23,6.952
12.5,10.0,6.0,18.5,-7.280613355419586,-13.8822450068079,-3.5938616091042337,3.364,5.236000000000001,6.958
12.5,10.5,3.0,16.0,-23.087544205674405,-24.589604687229286,-9.338950924491323,3.502,5.854,7.072
12.5,10.5,3.0,16.5,-19.764888443566885,-27.256251638645,-8.742958975765546,3.52,5.866,7.078
12.5,10.5,3.0,17.0,-17.786504565601884,-36.71345271776288,-8.373321506999769,3.532,5.878,7.078
12.5,10.5,3.0,17.5,-16.17797638111756,-33.220682153302114,-7.969370013295888,3.544,5.884,7.09
12.5,10.5,3.0,18.0,-14.821719401114937,-29.67312103060848,-7.579316079351226,3.544,5.878,7.078
12.5,10.5,3.0,18.5,-13.493229392548065,-25.03369446084772,-7.161793695538375,3.55,5.890000000000001,7.09
12.5,10.5,3.5,16.0,-18.22644080250461,-17.064272445816076,-8.062846326914563,3.454,5.728,7.0120000000000005
12.5,10.5,3.5,16.5,-16.509703690991593,-18.4902060137908,-7.716813687492133,3.466,5.734,7.0120000000000005
12.5,10.5,3.5,17.0,-15.02240576491828,-20.195123733450508,-7.31636128943714,3.478,5.74,7.018
12.5,10.5,3.5,17.5,-13.595325718905675,-22.476754122084724,-6.904429386325472,3.49,5.752000000000001,7.03
12.5,10.5,3.5,18.0,-12.704139279407476,-26.42111069869157,-6.523690562215191,3.49,5.752000000000001,7.0360000000000005
12.5,10.5,3.5,18.5,-11.640697890243295,-29.812906011594396,-6.240911272730329,3.502,5.758,7.03
12.5,10.5,4.0,16.0,-15.380588215001367,-14.012336895939502,-7.060603702194462,3.4,5.59,6.964
12.5,10.5,4.0,16.5,-13.831808070199044,-14.869554058450753,-6.72799126224376,3.418,5.602,6.958
12.5,10.5,4.0,17.0,-12.826096551612771,-15.998692920357428,-6.379747645568317,3.424,5.614,6.97
12.5,10.5,4.0,17.5,-11.730209887763309,-17.41701155785162,-6.077167825430551,3.436,5.62,6.97
12.5,10.5,4.0,18.0,-10.947702880489484,-19.02048868504574,-5.727151735049562,3.442,5.626,6.976
12.5,10.5,4.0,18.5,-10.122875143825372,-21.08167243521486,-5.491891678239369,3.448,5.632,6.976
12.5,10.5,4.5,16.0,-13.09875838835736,-12.152701381841728,-6.1130726037165415,3.352,5.470000000000001,6.922
12.5,10.5,4.5,16.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.608,2.626,2.656
12.5,10.5,4.5,17.0,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.56,2.596,2.614
12.5,10.5,4.5,17.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.554,2.572,2.59
12.5,10.5,4.5,18.0,-9.507176165205102,-16.10554567902343,-5.0338059692980615,3.388,5.506,6.934
12.5,10.5,4.5,18.5,-9.643274665532873e-16,-1.9286549331065747e-15,-9.643274665532873e-16,2.566,2.578,2.59
12.5,10.5,5.0,16.0,-11.131195750063494,-10.883329915572038,-5.6153159067235725,3.298,5.343999999999999,6.886
12.5,10.5,5.0,16.5,-9.951625224272435,-11.261081521132477,-5.65954046123084,3.292,5.3260000000000005,6.856
12.5,10.5,5.0,17.0,-9.338568919709346,-12.030812661504555,-5.007116963092869,3.31,5.362,6.886
12.5,10.5,5.0,17.5,-8.780304597754448,-12.99934919687728,-4.851856481682585,3.322,5.3740000000000006,6.886
12.5,10.5,5.0,18.0,-8.122633711287135,-13.818811060308132,-4.5136737892851535,3.3280000000000003,5.38,6.886
12.5,10.5,5.0,18.5,-7.470297191475761,-14.527320237871226,-4.407128960117798,3.316,5.362,6.874
12.5,10.5,5.5,16.0,-9.644167298967371,-10.104801890658424,-4.81669661980368,3.25,5.212,6.8260000000000005
12.5,10.5,5.5,16.5,-9.040067620270245,-10.759682260704771,-4.519581510014925,3.268,5.236000000000001,6.844
12.5,10.5,5.5,17.0,-8.356964004784874,-11.373013060891248,-4.306026419407251,3.274,5.254,6.844
12.5,10.5,5.5,17.5,-7.799680271409,-12.117827333160845,-4.121425546271004,3.286,5.254,6.8500000000000005
12.5,10.5,5.5,18.0,-7.1600349015992375,-12.767238487677709,-4.094880506894192,3.28,5.254,6.808
12.5,10.5,5.5,18.5,-6.767648012721422,-13.651049272187006,-3.826933167106041,3.286,5.266,6.832
12.5,10.5,6.0,16.0,-8.385812760988246,-9.641893632051826,-4.018251553561663,3.214,5.086,6.772
12.5,10.5,6.0,16.5,-7.765709384794855,-10.126923444798646,-3.796402557163918,3.214,5.098,6.7780000000000005
12.5,10.5,6.0,17.0,-7.057929081546515,-10.646343467883252,-3.64099031729972,3.214,5.104,6.742
12.5,10.5,6.0,17.5,-6.731814766738912,-11.332691615649118,-3.427838185530192,3.232,5.134,6.748
12.5,10.5,6.0,18.0,-6.235513900126603,-12.151154489495823,-3.23866973374126,3.238,5.146,6.742
12.5,10.5,6.0,18.5,-5.85296195712448,-12.923027773574024,-3.208661895711429,3.238,5.140000000000001,6.76
13.0,7.5,3.0,16.0,-13.248883977682524,-2.7479055473417557,-24.810773485855137,4.054,6.454000000000001,8.122
13.0,7.5,3.0,16.5,-14.23132763877948,-2.70763118943726,-22.07439255229518,4.084,6.46,8.122
13.0,7.5,3.0,17.0,-15.119254390517376,-2.8457900855910463,-20.26753658878845,4.09,6.448,8.097999999999999
13.0,7.5,3.0,17.5,-16.656656107431797,-2.630009129285669,-17.830608580236497,4.114,6.472,8.116
13.0,7.5,3.0,18.0,-18.006634639132695,-2.6167068488414404,-16.598897026901827,4.114,6.454000000000001,8.097999999999999
13.0,7.5,3.0,18.5,-19.49232328354595,-2.588595738806539,-15.28349801695663,4.114,6.454000000000001,8.08
13.0,7.5,3.5,16.0,-14.395792630267936,-5.246234582209551,-30.722315526111625,4.006,6.322,7.966
13.0,7.5,3.5,16.5,-15.574629093630431,-5.130219928707081,-24.980101945753177,4.036,6.334,7.972
13.0,7.5,3.5,17.0,-16.913602305653175,-4.947361519767783,-22.249855866540933,4.048,6.334,7.966
13.0,7.5,3.5,17.5,-18.4306772197319,-4.8162238237477695,-19.88773845794085,4.066,6.334,7.972
13.0,7.5,3.5,18.0,-20.686824169799863,-4.609011136181451,-17.96076281388479,4.078,6.34,7.978
13.0,7.5,3.5,18.5,-22.72904468891529,-4.519630719935569,-16.566776941593265,4.078,6.34,7.972
13.0,7.5,4.0,16.0,-15.743389685349642,-8.65645533396573,-29.571986905727616,3.958,6.172000000000001,7.822
13.0,7.5,4.0,16.5,-16.774968531888916,-8.583226383124682,-25.06159548132409,3.976,6.154,7.798
13.0,7.5,4.0,17.0,-18.88773871190936,-8.147684266755114,-21.724662311808363,4.0,6.184,7.822
13.0,7.5,4.0,17.5,-21.272667646459944,-7.856177370353561,-19.2597870163197,4.018,6.196,7.828
13.0,7.5,4.0,18.0,-23.99437292640618,-7.460335933668941,-17.588620314519623,4.03,6.202,7.834
13.0,7.5,4.0,18.5,-29.19687133773257,-7.159925981019897,-16.113894324977622,4.036,6.202,7.834
13.0,7.5,4.5,16.0,-17.528658041455124,-13.459917019441791,-22.176396994613555,3.916,6.01,7.69
13.0,7.5,4.5,16.5,-19.108827518060693,-12.94784319296568,-20.31939775887876,3.94,6.016,7.69
13.0,7.5,4.5,17.0,-21.01162569723249,-12.215788971721809,-18.286090879229725,3.964,6.022,7.69
13.0,7.5,4.5,17.5,-9.643274665532873e-16,-9.643274665532873e-16,-9.643274665532873e-16,2.668,2.692,2.716
13.0,7.5,4.5,18.0,-30.49895331602237,-11.23981071793844,-15.402790083946146,3.982,6.034000000000001,7.702
13.0,7.5,4.5,18.5,-32.36310349706628,-10.5676440604652,-14.235255093847153,3.994,6.034000000000001,7.702
13.0,7.5,5.0,16.0,-17.87216391786511,-24.993765927153568,-16.729139505101415,3.838,5.74,7.462
13.0,7.5,5.0,16.5,-21.36465495865743,-23.228032399163364,-15.53334320703564,3.88,5.758,7.51
13.0,7.5,5.0,17.0,-21.82882386592276,-21.14280004693116,-14.053805871495229,3.868,5.74,7.474
13.0,7.5,5.0,17.5,-24.277410190500404,-20.227847504459497,-12.65537044495564,3.856,5.722,7.486
13.0,7.5,5.0,18.0,-29.6167952773687,-18.743172774121373,-11.16256075212917,3.874,5.734,7.486
13.0,7.5,5.0,18.5,-27.22526785277388,-15.510841840234704,-11.883962111113023,3.952,5.8420000000000005,7.576
13.0,7.5,5.5,16.0,-23.46015413446769,-30.222243347829902,-12.545542772762824,3.856,5.566000000000001,7.42
13.0,7.5,5.5,16.5,-28.93197049776357,-34.47034761012445,-11.66088105186156,3.88,5.577999999999999,7.42
13.0,7.5,5.5,17.0,-29.592688815160773,-46.37308229644444,-10.868972871677276,3.898,5.59,7.432
13.0,7.5,5.5,17.5,-31.305031858013265,-31.15531821238137,-10.273466522299458,3.904,5.59,7.432
13.0,7.5,5.5,18.0,-25.312418738619566,-26.681684058583517,-9.69758587950722,3.916,5.602,7.438
13.0,7.5,5.5,18.5,-21.88250588629264,-23.631000741073805,-9.123141809989926,3.922,5.6080000000000005,7.444
13.0,7.5,6.0,16.0,-8.052849070007575,-8.185338139440464,-0.0789158585376417,4.564,7.27,8.5
13.0,7.5,6.0,16.5,-8.635213957799902,-8.031623131264938,-0.0774854477661298,4.5760000000000005,7.282,8.5
13.0,7.5,6.0,17.0,-9.049059353021129,-7.4229308887305425,-0.0748349860845098,4.582,7.294,8.5
13.0,7.5,6.0,17.5,-9.53807155739543,-6.921524074907312,-0.0715134289174489,4.648,7.3,8.5
13.0,7.5,6.0,18.0,-10.167759205470578,-6.450656319809029,-0.0675269491142894,4.618,7.3,8.5
13.0,7.5,6.0,18.5,-10.843537894284934,-6.204183078433612,-0.0646965924117359,4.642,7.294,8.5
13.0,8.0,3.0,16.0,-14.06641961464181,-4.869426098821824,-25.898958794780107,3.928,6.286,7.888
13.0,8.0,3.0,16.5,-15.338703228879409,-4.662992920373827,-22.653094895950403,3.958,6.292,7.906
13.0,8.0,3.0,17.0,-16.36176203674485,-4.67289122806488,-20.11121388279572,3.97,6.298,7.894
13.0,8.0,3.0,17.5,-17.908647570917363,-4.506005605651684,-18.357101864909964,3.982,6.298,7.882
13.0,8.0,3.0,18.0,-20.68429107723528,-4.1833264150128375,-16.187811928434748,4.0120000000000005,6.328,7.936
13.0,8.0,3.0,18.5,-23.40162960469792,-3.994993615764532,-15.096776749805237,4.018,6.334,7.936
13.0,8.0,3.5,16.0,-14.22086309677246,-8.260425645105107,-24.758886793323605,3.856,6.136,7.684
13.0,8.0,3.5,16.5,-15.558784622153787,-8.317493802447364,-22.245213874113027,3.874,6.118,7.672
13.0,8.0,3.5,17.0,-18.406705149988056,-7.6959574882219375,-20.678564083512004,3.922,6.166,7.756
13.0,8.0,3.5,17.5,-21.12577365978979,-7.03179162608984,-18.63305748516385,3.952,6.202,7.786
13.0,8.0,3.5,18.0,-24.307650696645634,-6.819732198511895,-16.870131964679317,3.958,6.202,7.786
13.0,8.0,3.5,18.5,-29.31579654276238,-6.487693596259055,-15.550523983544448,3.97,6.208,7.792
13.0,8.0,4.0,16.0,-17.579027486025307,-12.018280113447606,-24.19928118580898,3.844,6.034000000000001,7.654
13.0,8.0,4.0,16.5,-19.348525232316884,-11.672134847023305,-21.209583569820985,3.868,6.046,7.654
13.0,8.0,4.0,17.0,-21.679731820272583,-11.074552833000302,-19.091702016247098,3.886,6.058,7.666
13.0,8.0,4.0,17.5,-23.78567751248429,-10.701821768305155,-17.21205762212503,3.904,6.058,7.666
13.0,8.0,4.0,18.0,-30.38563309122577,-10.13494804245912,-15.82989054423848,3.91,6.064,7.666
13.0,8.0,4.0,18.5,-38.74775042752184,-9.617078966194196,-14.62840855767131,3.916,6.064,7.666
13.0,8.0,4.5,16.0,-17.917692767811022,-19.99173432488594,-19.8922990141203,3.766,5.836,7.45
13.0,8.0,4.5,16.5,-19.40199346784358,-19.403700280187863,-17.8401592315708,3.79,5.8420000000000005,7.468
13.0,8.0,4.5,17.0,-22.305451576922653,-18.181648188357027,-16.11062939585213,3.796,5.848,7.474
13.0,8.0,4.5,17.5,-26.288520489135465,-16.60974012984787,-15.115831723523192,3.796,5.8420000000000005,7.48
13.0,8.0,4.5,18.0,-33.636869767679535,-15.512996790275544,-13.970130508879294,3.82,5.866,7.492
13.0,8.0,4.5,18.5,-42.329465267793005,-15.166364371857366,-12.846323209570723,3.838,5.866,7.486
13.0,8.0,5.0,16.0,-21.49895025440348,-33.56110742276647,-15.21807670153538,3.736,5.668,7.396
13.0,8.0,5.0,16.5,-25.25534142768456,-37.1116746942888,-14.46054116442675,3.754,5.68,7.39
13.0,8.0,5.0,17.0,-27.501320968704,-30.67865329640244,-13.536965815020302,3.772,5.692,7.396
13.0,8.0,5.0,17.5,-32.49977069717477,-26.41573855950392,-12.401127431126897,3.748,5.68,7.36
13.0,8.0,5.0,18.0,-28.88056355204007,-25.190544923381182,-11.09408973083424,3.754,5.662,7.366
13.0,8.0,5.0,18.5,-23.44797870728233,-21.900475256778677,-11.039138757496575,3.796,5.71,7.408
13.0,8.0,5.5,16.0,-33.56262108137948,-21.723660190500546,-12.39753490173804,3.718,5.53,7.306
13.0,8.0,5.5,16.5,-40.26245918237893,-23.122812827927245,-11.41317341422462,3.736,5.536,7.306
13.0,8.0,5.5,17.0,-26.397590291209266,-26.20092032059033,-10.702407918531232,3.754,5.548,7.312
13.0,8.0,5.5,17.5,-22.565542136061783,-28.48525741004684,-10.094928554956857,3.766,5.554,7.312
13.0,8.0,5.5,18.0,-20.7301469552522,-39.68381234076346,-9.396357991975949,3.772,5.5600000000000005,7.318
13.0,8.0,5.5,18.5,-18.222479940952148,-35.15514661162546,-8.880826477382934,3.784,5.566000000000001,7.33
13.0,8.0,6.0,16.0,-31.91255909366458,-15.08818796601212,-8.885057389142597,3.646,5.2,7.18
13.0,8.0,6.0,16.5,-25.363594797723348,-16.26187440420694,-8.177598668169505,3.676,5.218,7.192
13.0,8.0,6.0,17.0,-21.69104548419208,-17.091812517788814,-7.888641768089818,3.676,5.218,7.192
13.0,8.0,6.0,17.5,-20.10097587788135,-18.65215851089294,-6.976805545330218,3.706,5.266,7.222
13.0,8.0,6.0,18.0,-18.95238759722637,-21.47589846801186,-7.059735257332438,3.694,5.236000000000001,7.168
13.0,8.0,6.0,18.5,-15.816535236846391,-21.869501104626515,-6.716358756949963,3.718,5.266,7.21
13.0,8.5,3.0,16.0,-14.515336233341367,-8.086406824536688,-21.935824552854022,3.79,6.118,7.606
13.0,8.5,3.0,16.5,-15.741086126839248,-8.08673698927424,-19.773257215916697,3.82,6.1,7.594
13.0,8.5,3.0,17.0,-17.115967380156246,-7.933239899430471,-17.19353136795785,3.826,6.1,7.582
13.0,8.5,3.0,17.5,-18.553509644739496,-7.378005293001543,-16.136167504951118,3.826,6.112,7.594
13.0,8.5,3.0,18.0,-20.96739823044697,-7.48750113717435,-14.27368015226184,3.826,6.082000000000001,7.576
13.0,8.5,3.0,18.5,-24.020147918382936,-7.09717399941734,-13.55479001819142,3.868,6.106,7.576
13.0,8.5,3.5,16.0,-17.449858692876692,-10.804654989823357,-21.79347690302057,3.778,6.04,7.594
13.0,8.5,3.5,16.5,-19.2606710307736,-10.526294465307169,-19.65804157597644,3.808,6.046,7.588
13.0,8.5,3.5,17.0,-21.72493576440737,-10.134065176577527,-17.57580510787648,3.82,6.052,7.588
13.0,8.5,3.5,17.5,-24.41163439627399,-9.80379236139392,-16.322342613546784,3.838,6.064,7.594
13.0,8.5,3.5,18.0,-28.951420485836312,-9.323618910349424,-15.028994780986412,3.844,6.064,7.6
13.0,8.5,3.5,18.5,-31.240751862043727,-0.1910347412192781,-9.087588548501474,3.85,4.3,6.058
13.0,8.5,4.0,16.0,-19.69721418722683,-16.606400496749743,-19.81098932477236,3.736,5.914,7.48
13.0,8.5,4.0,16.5,-19.6619496439321,-18.55314436805883,-17.326942561581845,3.73,5.848,7.396
13.0,8.5,4.0,17.0,-22.145806658865407,-17.951390038252832,-15.584209119521974,3.742,5.859999999999999,7.402
13.0,8.5,4.0,17.5,-25.04228483080465,-16.507391943090216,-14.06667672597689,3.742,5.854,7.408
13.0,8.5,4.0,18.0,-32.95162586306698,-14.96088204841802,-13.383134353251537,3.748,5.878,7.414
13.0,8.5,4.0,18.5,-56.48939491897983,-14.12688588088188,-12.92639039806392,3.772,5.836,7.39
13.0,8.5,4.5,16.0,-20.25565148994175,-38.23925845740167,-16.645893957347933,3.664,5.704000000000001,7.312
13.0,8.5,4.5,16.5,-22.499322714756733,-38.46766719931467,-15.185629360961276,3.682,5.71,7.312
13.0,8.5,4.5,17.0,-28.514993485528244,-29.208292202166383,-13.682125583967498,3.688,5.734,7.336
13.0,8.5,4.5,17.5,-35.14497920803261,-24.48097767127926,-13.246644367404164,3.718,5.77,7.366
13.0,8.5,4.5,18.0,-32.07210748587127,-22.438808994448365,-12.177625126244903,3.718,5.734,7.342
13.0,8.5,4.5,18.5,-26.23141619333923,-20.40864384798198,-11.911641407139449,3.724,5.746,7.33
13.0,8.5,5.0,16.0,-27.778906245216238,-24.315056465655893,-14.164519861654814,3.64,5.62,7.276
13.0,8.5,5.0,16.5,-45.65797943170432,-26.300788786972618,-13.181469796847589,3.664,5.626,7.282
13.0,8.5,5.0,17.0,-27.43550373877914,-30.863732591266203,-12.245050507722391,3.676,5.638,7.282
13.0,8.5,5.0,17.5,-24.499931159945728,-31.496380235848104,-11.338579591013474,3.682,5.626,7.276
13.0,8.5,5.0,18.0,-20.784933112567728,-36.339776366467625,-10.728452311893568,3.7,5.638,7.276
13.0,8.5,5.0,18.5,-19.005123773487828,-29.929904534815357,-10.052566232032552,3.7,5.632,7.276
13.0,8.5,5.5,16.0,-34.33777812182366,-17.694198713956744,-11.315079595617023,3.598,5.452,7.174
13.0,8.5,5.5,16.5,-24.86995207409146,-18.69614217606967,-10.580378512347952,3.622,5.464,7.18
13.0,8.5,5.5,17.0,-22.056879694380683,-20.049410613713476,-9.912113175421956,3.634,5.470000000000001,7.186
13.0,8.5,5.5,17.5,-19.37294718792701,-22.23714547269609,-9.319911607296692,3.646,5.488,7.192
13.0,8.5,5.5,18.0,-17.07193064213599,-24.90392566077785,-8.749271279114575,3.652,5.494,7.192
13.0,8.5,5.5,18.5,-15.614020030743808,-28.849513721517127,-8.166682924065892,3.658,5.494,7.192
13.0,8.5,6.0,16.0,-21.24783458126171,-14.212008580931167,-8.75973701703947,3.5620000000000003,5.254,7.114
13.0,8.5,6.0,16.5,-18.168333233862363,-14.778881119566403,-8.278492005760613,3.574,5.26,7.114
13.0,8.5,6.0,17.0,-17.347334684365137,-15.33287617823154,-7.881829267867456,3.574,5.266,7.096
13.0,8.5,6.0,17.5,-15.159025208271071,-16.512991201160098,-7.492398236459911,3.5860000000000003,5.266,7.102
13.0,8.5,6.0,18.0,-13.539780414604412,-17.695517781223703,-7.006369495059083,3.5860000000000003,5.272,7.102
13.0,8.5,6.0,18.5,-13.130366723689429,-19.24299920378363,-6.554919698417521,3.5860000000000003,5.272,7.096
13.0,9.0,3.0,16.0,-17.41765417330057,-10.245718127020872,-18.767717079690087,3.712,6.016,7.468
13.0,9.0,3.0,16.5,-19.563977276109448,-9.531305718935632,-17.181209325386508,3.748,6.04,7.504
13.0,9.0,3.0,17.0,-22.103399158940817,-9.347360259469015,-15.40936880469291,3.766,6.046,7.504
13.0,9.0,3.0,17.5,-25.38618492967923,-8.99400648077844,-14.427644174309592,3.778,6.052,7.504
13.0,9.0,3.0,18.0,-27.829755320820947,-8.64852552815666,-13.41022422593812,3.784,6.052,7.504
13.0,9.0,3.0,18.5,-36.39693785831147,-8.118792794573421,-12.560138555994442,3.79,6.058,7.51
13.0,9.0,3.5,16.0,-20.42555836397093,-15.246499539666548,-17.899085425682195,3.676,5.908,7.39
13.0,9.0,3.5,16.5,-23.47587848008409,-14.663660618260137,-16.22435870692332,3.7,5.92,7.396
13.0,9.0,3.5,17.0,-26.178313181099448,-13.991976044969425,-15.164368594706396,3.712,5.926,7.396
13.0,9.0,3.5,17.5,-32.42754994808903,-13.207761231839276,-14.02330890421873,3.73,5.932,7.402
13.0,9.0,3.5,18.0,-31.21482691260457,-12.488766546023438,-13.04305623782856,3.742,5.944,7.408
13.0,9.0,3.5,18.5,-35.53807890714628,-12.867074263380855,-12.1760988493186,3.724,5.890000000000001,7.318
13.0,9.0,4.0,16.0,-21.525451789735516,-34.369164673142805,-15.721666130983545,3.598,5.716,7.234
13.0,9.0,4.0,16.5,-26.91750719185869,-28.354614957933123,-14.884655938163522,3.634,5.758,7.264
13.0,9.0,4.0,17.0,-28.54410307974712,-24.751920020817003,-13.986799090337673,3.652,5.764,7.252
13.0,9.0,4.0,17.5,-28.88891109009866,-22.451952720804268,-12.718574409465234,3.664,5.77,7.276
13.0,9.0,4.0,18.0,-27.559610296493872,-20.49616946572124,-11.70004736944958,3.67,5.776,7.282
13.0,9.0,4.0,18.5,-23.08440865356797,-18.59324461415849,-11.101459717255906,3.682,5.7940000000000005,7.282
13.0,9.0,4.5,16.0,-27.59212656166032,-22.847023543303575,-13.257895024543318,3.544,5.596,7.138
